,Store,Month,Day,Year,Temperature,Fuel_Price,Promotion1,Promotion2,Promotion3,Promotion4,Promotion5,Unemployment,IsHoliday,Weekly_Sales
48,1,1,7,2011,48.27,2.976,0.0,0.0,0.0,0.0,0.0,7.742,False,1444732.28
49,1,1,14,2011,35.4,2.983,0.0,0.0,0.0,0.0,0.0,7.742,False,1391013.96
50,1,1,21,2011,44.04,3.016,0.0,0.0,0.0,0.0,0.0,7.742,False,1327405.42
51,1,1,28,2011,43.83,3.01,0.0,0.0,0.0,0.0,0.0,7.742,False,1316899.31
52,1,2,4,2011,42.27,2.989,0.0,0.0,0.0,0.0,0.0,7.742,False,1606629.58
53,1,2,11,2011,36.39,3.022,0.0,0.0,0.0,0.0,0.0,7.742,True,1649614.93
54,1,2,18,2011,57.36,3.045,0.0,0.0,0.0,0.0,0.0,7.742,False,1686842.78
55,1,2,25,2011,62.9,3.065,0.0,0.0,0.0,0.0,0.0,7.742,False,1456800.28
56,1,3,4,2011,59.58,3.288,0.0,0.0,0.0,0.0,0.0,7.742,False,1636263.41
57,1,3,11,2011,53.56,3.459,0.0,0.0,0.0,0.0,0.0,7.742,False,1553191.63
58,1,3,18,2011,62.76,3.488,0.0,0.0,0.0,0.0,0.0,7.742,False,1576818.06
59,1,3,25,2011,69.97,3.473,0.0,0.0,0.0,0.0,0.0,7.742,False,1541102.38
60,1,4,1,2011,59.17,3.524,0.0,0.0,0.0,0.0,0.0,7.682,False,1495064.75
61,1,4,8,2011,67.84,3.622,0.0,0.0,0.0,0.0,0.0,7.682,False,1614259.35
62,1,4,15,2011,71.27,3.743,0.0,0.0,0.0,0.0,0.0,7.682,False,1559889.0
63,1,4,22,2011,72.99,3.807,0.0,0.0,0.0,0.0,0.0,7.682,False,1564819.81
64,1,4,29,2011,72.03,3.81,0.0,0.0,0.0,0.0,0.0,7.682,False,1455090.69
65,1,5,6,2011,64.61,3.906,0.0,0.0,0.0,0.0,0.0,7.682,False,1629391.28
66,1,5,13,2011,75.64,3.899,0.0,0.0,0.0,0.0,0.0,7.682,False,1604775.58
67,1,5,20,2011,67.63,3.907,0.0,0.0,0.0,0.0,0.0,7.682,False,1428218.27
68,1,5,27,2011,77.72,3.786,0.0,0.0,0.0,0.0,0.0,7.682,False,1466046.67
69,1,6,3,2011,83.0,3.699,0.0,0.0,0.0,0.0,0.0,7.682,False,1635078.41
70,1,6,10,2011,83.13,3.648,0.0,0.0,0.0,0.0,0.0,7.682,False,1588948.32
71,1,6,17,2011,86.41,3.637,0.0,0.0,0.0,0.0,0.0,7.682,False,1532114.86
72,1,6,24,2011,83.58,3.594,0.0,0.0,0.0,0.0,0.0,7.682,False,1438830.15
73,1,7,1,2011,85.55,3.524,0.0,0.0,0.0,0.0,0.0,7.962,False,1488538.09
74,1,7,8,2011,85.83,3.48,0.0,0.0,0.0,0.0,0.0,7.962,False,1534849.64
75,1,7,15,2011,88.54,3.575,0.0,0.0,0.0,0.0,0.0,7.962,False,1455119.97
76,1,7,22,2011,85.77,3.651,0.0,0.0,0.0,0.0,0.0,7.962,False,1396926.82
77,1,7,29,2011,86.83,3.682,0.0,0.0,0.0,0.0,0.0,7.962,False,1352219.79
78,1,8,5,2011,91.65,3.684,0.0,0.0,0.0,0.0,0.0,7.962,False,1624383.75
79,1,8,12,2011,90.76,3.638,0.0,0.0,0.0,0.0,0.0,7.962,False,1525147.09
80,1,8,19,2011,89.94,3.554,0.0,0.0,0.0,0.0,0.0,7.962,False,1530761.43
81,1,8,26,2011,87.96,3.523,0.0,0.0,0.0,0.0,0.0,7.962,False,1464693.46
82,1,9,2,2011,87.83,3.533,0.0,0.0,0.0,0.0,0.0,7.962,False,1550229.22
83,1,9,9,2011,76.0,3.546,0.0,0.0,0.0,0.0,0.0,7.962,True,1540471.24
84,1,9,16,2011,79.94,3.526,0.0,0.0,0.0,0.0,0.0,7.962,False,1514259.78
85,1,9,23,2011,75.8,3.467,0.0,0.0,0.0,0.0,0.0,7.962,False,1380020.27
86,1,9,30,2011,79.69,3.355,0.0,0.0,0.0,0.0,0.0,7.962,False,1394561.83
87,1,10,7,2011,69.31,3.285,0.0,0.0,0.0,0.0,0.0,7.866,False,1630989.95
88,1,10,14,2011,71.74,3.274,0.0,0.0,0.0,0.0,0.0,7.866,False,1493525.93
89,1,10,21,2011,63.71,3.353,0.0,0.0,0.0,0.0,0.0,7.866,False,1502562.78
90,1,10,28,2011,66.57,3.372,0.0,0.0,0.0,0.0,0.0,7.866,False,1445249.09
91,1,11,4,2011,54.98,3.332,0.0,0.0,0.0,0.0,0.0,7.866,False,1697229.58
92,1,11,11,2011,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,7.866,False,1594938.89
93,1,11,18,2011,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,7.866,False,1539483.7
94,1,11,25,2011,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,7.866,True,2033320.66
95,1,12,2,2011,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,7.866,False,1584083.95
96,1,12,9,2011,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,7.866,False,1799682.38
97,1,12,16,2011,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,7.866,False,1881176.67
98,1,12,23,2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,7.866,False,2270188.99
99,1,12,30,2011,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,7.866,True,1497462.72
100,1,1,6,2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,7.348,False,1550369.92
101,1,1,13,2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,7.348,False,1459601.17
102,1,1,20,2012,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,7.348,False,1394393.84
103,1,1,27,2012,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,7.348,False,1319325.59
104,1,2,3,2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,7.348,False,1636339.65
105,1,2,10,2012,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,7.348,True,1802477.43
106,1,2,17,2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,7.348,False,1819870.0
107,1,2,24,2012,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,7.348,False,1539387.83
108,1,3,2,2012,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,7.348,False,1688420.76
109,1,3,9,2012,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,7.348,False,1675431.16
110,1,3,16,2012,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,7.348,False,1677472.78
111,1,3,23,2012,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,7.348,False,1511068.07
112,1,3,30,2012,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,7.348,False,1649604.63
113,1,4,6,2012,70.43,3.891,10121.97,0.0,77.98,3750.59,4510.72,7.143,False,1899676.88
114,1,4,13,2012,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,7.143,False,1621031.7
115,1,4,20,2012,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,7.143,False,1521577.87
116,1,4,27,2012,67.23,3.814,3221.25,0.0,35.49,577.14,6222.25,7.143,False,1468928.37
117,1,5,4,2012,75.55,3.749,21290.13,0.0,69.89,4977.35,3261.04,7.143,False,1684519.99
118,1,5,11,2012,73.77,3.688,8351.4,0.0,10.52,2443.14,3127.88,7.143,False,1611096.05
119,1,5,18,2012,70.33,3.63,6154.14,0.0,45.11,1675.49,5508.18,7.143,False,1595901.87
120,1,5,25,2012,77.22,3.561,4039.39,0.0,745.19,1429.96,3631.13,7.143,False,1555444.55
121,1,6,1,2012,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,7.143,False,1624477.58
122,1,6,8,2012,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,7.143,False,1697230.96
123,1,6,15,2012,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,7.143,False,1630607.0
124,1,6,22,2012,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,7.143,False,1527845.81
125,1,6,29,2012,84.88,3.286,3965.73,161.6,0.0,435.99,4212.97,7.143,False,1540421.49
126,1,7,6,2012,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,6.908,False,1769854.16
127,1,7,13,2012,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,6.908,False,1527014.04
128,1,7,20,2012,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,6.908,False,1497954.76
129,1,7,27,2012,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,6.908,False,1439123.71
130,1,8,3,2012,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,6.908,False,1631135.79
131,1,8,10,2012,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,6.908,False,1592409.97
132,1,8,17,2012,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,6.908,False,1597868.05
133,1,8,24,2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,6.908,False,1494122.38
134,1,8,31,2012,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,6.908,False,1582083.4
135,1,9,7,2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,6.908,True,1661767.33
136,1,9,14,2012,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,6.908,False,1517428.87
137,1,9,21,2012,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,6.908,False,1506126.06
138,1,9,28,2012,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,6.908,False,1437059.26
139,2,2,5,2010,40.19,2.572,0.0,0.0,0.0,0.0,0.0,8.324,False,2136989.46
140,2,2,12,2010,38.49,2.548,0.0,0.0,0.0,0.0,0.0,8.324,True,2137809.5
141,2,2,19,2010,39.69,2.514,0.0,0.0,0.0,0.0,0.0,8.324,False,2124451.54
142,2,2,26,2010,46.1,2.561,0.0,0.0,0.0,0.0,0.0,8.324,False,1865097.27
143,2,3,5,2010,47.17,2.625,0.0,0.0,0.0,0.0,0.0,8.324,False,1991013.13
144,2,3,12,2010,57.56,2.667,0.0,0.0,0.0,0.0,0.0,8.324,False,1990483.78
145,2,3,19,2010,54.52,2.72,0.0,0.0,0.0,0.0,0.0,8.324,False,1946070.88
146,2,3,26,2010,51.26,2.732,0.0,0.0,0.0,0.0,0.0,8.324,False,1750197.81
147,2,4,2,2010,63.27,2.719,0.0,0.0,0.0,0.0,0.0,8.2,False,2066187.72
148,2,4,9,2010,65.41,2.77,0.0,0.0,0.0,0.0,0.0,8.2,False,1954689.21
149,2,4,16,2010,68.07,2.808,0.0,0.0,0.0,0.0,0.0,8.2,False,1874957.94
150,2,4,23,2010,65.11,2.795,0.0,0.0,0.0,0.0,0.0,8.2,False,1821990.93
151,2,4,30,2010,66.98,2.78,0.0,0.0,0.0,0.0,0.0,8.2,False,1802450.29
152,2,5,7,2010,71.28,2.835,0.0,0.0,0.0,0.0,0.0,8.2,False,2042581.71
153,2,5,14,2010,73.31,2.854,0.0,0.0,0.0,0.0,0.0,8.2,False,1880752.36
154,2,5,21,2010,74.83,2.826,0.0,0.0,0.0,0.0,0.0,8.2,False,1896937.1
155,2,5,28,2010,81.13,2.759,0.0,0.0,0.0,0.0,0.0,8.2,False,1957113.89
156,2,6,4,2010,81.81,2.705,0.0,0.0,0.0,0.0,0.0,8.2,False,2102539.93
157,2,6,11,2010,83.4,2.668,0.0,0.0,0.0,0.0,0.0,8.2,False,2025538.76
158,2,6,18,2010,85.81,2.637,0.0,0.0,0.0,0.0,0.0,8.2,False,2001636.96
159,2,6,25,2010,86.26,2.653,0.0,0.0,0.0,0.0,0.0,8.2,False,1939927.09
160,2,7,2,2010,82.74,2.669,0.0,0.0,0.0,0.0,0.0,8.099,False,2003940.64
161,2,7,9,2010,82.59,2.642,0.0,0.0,0.0,0.0,0.0,8.099,False,1880902.62
162,2,7,16,2010,85.32,2.623,0.0,0.0,0.0,0.0,0.0,8.099,False,1845879.79
163,2,7,23,2010,87.66,2.608,0.0,0.0,0.0,0.0,0.0,8.099,False,1781717.71
164,2,7,30,2010,83.49,2.64,0.0,0.0,0.0,0.0,0.0,8.099,False,1804246.16
165,2,8,6,2010,89.53,2.627,0.0,0.0,0.0,0.0,0.0,8.099,False,1991909.98
166,2,8,13,2010,89.05,2.692,0.0,0.0,0.0,0.0,0.0,8.099,False,1895601.05
167,2,8,20,2010,88.7,2.664,0.0,0.0,0.0,0.0,0.0,8.099,False,1964335.23
168,2,8,27,2010,87.12,2.619,0.0,0.0,0.0,0.0,0.0,8.099,False,1863840.49
169,2,9,3,2010,81.83,2.577,0.0,0.0,0.0,0.0,0.0,8.099,False,1904608.09
170,2,9,10,2010,79.09,2.565,0.0,0.0,0.0,0.0,0.0,8.099,True,1839128.83
171,2,9,17,2010,82.05,2.582,0.0,0.0,0.0,0.0,0.0,8.099,False,1793903.6
172,2,9,24,2010,81.79,2.624,0.0,0.0,0.0,0.0,0.0,8.099,False,1724557.22
173,2,10,1,2010,69.24,2.603,0.0,0.0,0.0,0.0,0.0,8.163,False,1827440.43
174,2,10,8,2010,63.19,2.633,0.0,0.0,0.0,0.0,0.0,8.163,False,1849921.44
175,2,10,15,2010,65.8,2.72,0.0,0.0,0.0,0.0,0.0,8.163,False,1794355.49
176,2,10,22,2010,68.5,2.725,0.0,0.0,0.0,0.0,0.0,8.163,False,1737947.64
177,2,10,29,2010,66.24,2.716,0.0,0.0,0.0,0.0,0.0,8.163,False,1802755.11
178,2,11,5,2010,57.85,2.689,0.0,0.0,0.0,0.0,0.0,8.163,False,1939061.41
179,2,11,12,2010,59.69,2.728,0.0,0.0,0.0,0.0,0.0,8.163,False,1916812.74
180,2,11,19,2010,50.81,2.771,0.0,0.0,0.0,0.0,0.0,8.163,False,1956739.17
181,2,11,26,2010,62.98,2.735,0.0,0.0,0.0,0.0,0.0,8.163,True,2658725.29
182,2,12,3,2010,49.33,2.708,0.0,0.0,0.0,0.0,0.0,8.163,False,2015781.27
183,2,12,10,2010,45.5,2.843,0.0,0.0,0.0,0.0,0.0,8.163,False,2378726.55
184,2,12,17,2010,47.55,2.869,0.0,0.0,0.0,0.0,0.0,8.163,False,2609166.75
185,2,12,24,2010,49.97,2.886,0.0,0.0,0.0,0.0,0.0,8.163,False,3436007.68
186,2,12,31,2010,47.3,2.943,0.0,0.0,0.0,0.0,0.0,8.163,True,1750434.55
187,2,1,7,2011,44.69,2.976,0.0,0.0,0.0,0.0,0.0,8.028,False,1758050.79
188,2,1,14,2011,33.02,2.983,0.0,0.0,0.0,0.0,0.0,8.028,False,1744193.58
189,2,1,21,2011,41.4,3.016,0.0,0.0,0.0,0.0,0.0,8.028,False,1751384.9
190,2,1,28,2011,42.83,3.01,0.0,0.0,0.0,0.0,0.0,8.028,False,1695371.68
191,2,2,4,2011,38.25,2.989,0.0,0.0,0.0,0.0,0.0,8.028,False,1929346.23
192,2,2,11,2011,33.19,3.022,0.0,0.0,0.0,0.0,0.0,8.028,True,2168041.61
193,2,2,18,2011,57.83,3.045,0.0,0.0,0.0,0.0,0.0,8.028,False,2080884.82
194,2,2,25,2011,60.8,3.065,0.0,0.0,0.0,0.0,0.0,8.028,False,1833511.08
195,2,3,4,2011,57.77,3.288,0.0,0.0,0.0,0.0,0.0,8.028,False,1981607.78
196,2,3,11,2011,52.7,3.459,0.0,0.0,0.0,0.0,0.0,8.028,False,1879107.31
197,2,3,18,2011,62.32,3.488,0.0,0.0,0.0,0.0,0.0,8.028,False,1902557.66
198,2,3,25,2011,69.42,3.473,0.0,0.0,0.0,0.0,0.0,8.028,False,1766162.05
199,2,4,1,2011,55.43,3.524,0.0,0.0,0.0,0.0,0.0,7.931,False,1800171.36
200,2,4,8,2011,67.0,3.622,0.0,0.0,0.0,0.0,0.0,7.931,False,1847552.61
201,2,4,15,2011,69.48,3.743,0.0,0.0,0.0,0.0,0.0,7.931,False,1856467.84
202,2,4,22,2011,69.39,3.807,0.0,0.0,0.0,0.0,0.0,7.931,False,1886339.6
203,2,4,29,2011,69.21,3.81,0.0,0.0,0.0,0.0,0.0,7.931,False,1745545.28
204,2,5,6,2011,61.48,3.906,0.0,0.0,0.0,0.0,0.0,7.931,False,1837743.6
205,2,5,13,2011,74.61,3.899,0.0,0.0,0.0,0.0,0.0,7.931,False,1838513.07
206,2,5,20,2011,67.14,3.907,0.0,0.0,0.0,0.0,0.0,7.931,False,1688281.86
207,2,5,27,2011,76.42,3.786,0.0,0.0,0.0,0.0,0.0,7.931,False,1797732.56
208,2,6,3,2011,83.07,3.699,0.0,0.0,0.0,0.0,0.0,7.931,False,1933756.21
209,2,6,10,2011,83.4,3.648,0.0,0.0,0.0,0.0,0.0,7.931,False,1929153.16
210,2,6,17,2011,86.53,3.637,0.0,0.0,0.0,0.0,0.0,7.931,False,1953771.99
211,2,6,24,2011,85.17,3.594,0.0,0.0,0.0,0.0,0.0,7.931,False,1790925.8
212,2,7,1,2011,85.69,3.524,0.0,0.0,0.0,0.0,0.0,7.852,False,1866243.0
213,2,7,8,2011,87.7,3.48,0.0,0.0,0.0,0.0,0.0,7.852,False,1853161.99
214,2,7,15,2011,89.83,3.575,0.0,0.0,0.0,0.0,0.0,7.852,False,1785187.29
215,2,7,22,2011,89.34,3.651,0.0,0.0,0.0,0.0,0.0,7.852,False,1743816.41
216,2,7,29,2011,90.07,3.682,0.0,0.0,0.0,0.0,0.0,7.852,False,1680693.06
217,2,8,5,2011,93.34,3.684,0.0,0.0,0.0,0.0,0.0,7.852,False,1876704.26
218,2,8,12,2011,91.58,3.638,0.0,0.0,0.0,0.0,0.0,7.852,False,1812768.26
219,2,8,19,2011,89.86,3.554,0.0,0.0,0.0,0.0,0.0,7.852,False,1844094.59
220,2,8,26,2011,90.45,3.523,0.0,0.0,0.0,0.0,0.0,7.852,False,1821139.91
221,2,9,2,2011,89.64,3.533,0.0,0.0,0.0,0.0,0.0,7.852,False,1809119.7
222,2,9,9,2011,77.97,3.546,0.0,0.0,0.0,0.0,0.0,7.852,True,1748000.65
223,2,9,16,2011,78.85,3.526,0.0,0.0,0.0,0.0,0.0,7.852,False,1691439.52
224,2,9,23,2011,75.58,3.467,0.0,0.0,0.0,0.0,0.0,7.852,False,1669299.78
225,2,9,30,2011,78.14,3.355,0.0,0.0,0.0,0.0,0.0,7.852,False,1650394.44
226,2,10,7,2011,69.92,3.285,0.0,0.0,0.0,0.0,0.0,7.441,False,1837553.43
227,2,10,14,2011,71.67,3.274,0.0,0.0,0.0,0.0,0.0,7.441,False,1743882.19
228,2,10,21,2011,64.53,3.353,0.0,0.0,0.0,0.0,0.0,7.441,False,1834680.25
229,2,10,28,2011,65.87,3.372,0.0,0.0,0.0,0.0,0.0,7.441,False,1769296.25
230,2,11,4,2011,55.53,3.332,0.0,0.0,0.0,0.0,0.0,7.441,False,1959707.9
231,2,11,11,2011,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,7.441,False,1920725.15
232,2,11,18,2011,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,7.441,False,1902762.5
233,2,11,25,2011,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,7.441,True,2614202.3
234,2,12,2,2011,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,7.441,False,1954952.0
235,2,12,9,2011,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,7.441,False,2290549.32
236,2,12,16,2011,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,7.441,False,2432736.52
237,2,12,23,2011,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,7.441,False,3224369.8
238,2,12,30,2011,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,7.441,True,1874226.52
239,2,1,6,2012,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,7.057,False,1799520.14
240,2,1,13,2012,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,7.057,False,1744725.48
241,2,1,20,2012,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,7.057,False,1711769.11
242,2,1,27,2012,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,7.057,False,1660906.14
243,2,2,3,2012,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,7.057,False,1935299.94
244,2,2,10,2012,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,7.057,True,2103322.68
245,2,2,17,2012,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,7.057,False,2196688.46
246,2,2,24,2012,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,7.057,False,1861802.7
247,2,3,2,2012,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,7.057,False,1952555.66
248,2,3,9,2012,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,7.057,False,1937628.26
249,2,3,16,2012,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,7.057,False,1976082.13
250,2,3,23,2012,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,7.057,False,1790439.16
251,2,3,30,2012,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,7.057,False,1857480.84
252,2,4,6,2012,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,6.891,False,2129035.91
253,2,4,13,2012,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,6.891,False,1935869.1
254,2,4,20,2012,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,6.891,False,1847344.45
255,2,4,27,2012,67.2,3.814,3076.68,0.0,38.32,108.71,2708.9,6.891,False,1764133.09
256,2,5,4,2012,76.73,3.749,23731.47,0.0,78.09,7931.42,4443.52,6.891,False,1923957.09
257,2,5,11,2012,73.87,3.688,16519.5,0.0,117.38,5131.02,3634.25,6.891,False,1917520.99
258,2,5,18,2012,71.27,3.63,9262.12,0.0,42.67,3694.8,4612.01,6.891,False,2000940.67
259,2,5,25,2012,78.19,3.561,10701.32,0.0,1030.53,3595.04,14920.27,6.891,False,1912791.09
260,2,6,1,2012,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,6.891,False,1910092.37
261,2,6,8,2012,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,6.891,False,2010216.49
262,2,6,15,2012,80.56,3.393,8573.41,195.0,0.19,4455.38,5288.61,6.891,False,1962924.3
263,2,6,22,2012,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,6.891,False,1887733.21
264,2,6,29,2012,86.32,3.286,8495.34,275.8,0.0,1935.16,5686.13,6.891,False,1881046.12
265,2,7,6,2012,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,6.565,False,2041507.4
